Face Image,Average Performance
/content/frames/face_1.jpg,1.0663650694794318
/content/frames/face_2.jpg,1.0663650694794318
/content/frames/face_3.jpg,1.0663650694794318
/content/frames/face_4.jpg,1.0663650694794318
/content/frames/face_5.jpg,1.0663650694794318
/content/frames/face_6.jpg,1.0663650694794318
/content/frames/face_7.jpg,1.0663650694794318
/content/frames/face_8.jpg,1.0663650694794318
/content/frames/face_9.jpg,1.0663650694794318
/content/frames/face_10.jpg,1.0663650694794318
/content/frames/face_11.jpg,1.0663650694794318
/content/frames/face_12.jpg,1.0663650694794318
/content/frames/face_13.jpg,1.0663650694794318
/content/frames/face_14.jpg,1.0663650694794318
/content/frames/face_15.jpg,1.0663650694794318
/content/frames/face_16.jpg,1.0663650694794318
/content/frames/face_17.jpg,1.0663650694794318
/content/frames/face_18.jpg,1.0663650694794318
/content/frames/face_19.jpg,1.0663650694794318
/content/frames/face_20.jpg,1.0663650694794318
/content/frames/face_21.jpg,1.0663650694794318
/content/frames/face_22.jpg,1.0663650694794318
/content/frames/face_23.jpg,1.0663650694794318
/content/frames/face_24.jpg,1.0663650694794318
/content/frames/face_25.jpg,1.0663650694794318
/content/frames/face_26.jpg,1.0663650694794318
/content/frames/face_27.jpg,1.0663650694794318
/content/frames/face_28.jpg,1.0663650694794318
/content/frames/face_29.jpg,1.0663650694794318
/content/frames/face_30.jpg,1.0663650694794318
/content/frames/face_31.jpg,1.0663650694794318
/content/frames/face_32.jpg,1.0663650694794318
/content/frames/face_33.jpg,1.0663650694794318
/content/frames/face_34.jpg,1.0663650694794318
/content/frames/face_35.jpg,1.0663650694794318
/content/frames/face_36.jpg,1.0663650694794318
/content/frames/face_37.jpg,1.0663650694794318
/content/frames/face_38.jpg,1.0663650694794318
/content/frames/face_39.jpg,1.0663650694794318
/content/frames/face_40.jpg,1.0663650694794318
/content/frames/face_41.jpg,1.0663650694794318
/content/frames/face_42.jpg,1.0663650694794318
/content/frames/face_43.jpg,1.0663650694794318
/content/frames/face_44.jpg,1.0663650694794318
/content/frames/face_45.jpg,1.0663650694794318
/content/frames/face_46.jpg,1.0663650694794318
/content/frames/face_47.jpg,1.0663650694794318
/content/frames/face_48.jpg,1.0663650694794318
/content/frames/face_49.jpg,1.0663650694794318
/content/frames/face_50.jpg,1.0663650694794318
/content/frames/face_51.jpg,1.0663650694794318
/content/frames/face_52.jpg,1.0663650694794318
/content/frames/face_53.jpg,1.0663650694794318
/content/frames/face_54.jpg,1.0663650694794318
/content/frames/face_55.jpg,1.0663650694794318
/content/frames/face_56.jpg,1.0663650694794318
/content/frames/face_57.jpg,1.0663650694794318
/content/frames/face_58.jpg,1.0663650694794318
/content/frames/face_59.jpg,1.0663650694794318
/content/frames/face_60.jpg,1.0663650694794318
/content/frames/face_61.jpg,1.0663650694794318
/content/frames/face_62.jpg,1.0663650694794318
/content/frames/face_63.jpg,1.0663650694794318
/content/frames/face_64.jpg,1.0663650694794318
/content/frames/face_65.jpg,1.500649605075
/content/frames/face_66.jpg,1.500649605075
/content/frames/face_67.jpg,1.500649605075
/content/frames/face_68.jpg,1.500649605075
/content/frames/face_69.jpg,1.500649605075
/content/frames/face_70.jpg,1.500649605075
/content/frames/face_71.jpg,1.500649605075
/content/frames/face_72.jpg,1.500649605075
/content/frames/face_73.jpg,1.500649605075
/content/frames/face_74.jpg,1.500649605075
/content/frames/face_75.jpg,1.500649605075
/content/frames/face_76.jpg,1.500649605075
/content/frames/face_77.jpg,1.500649605075
/content/frames/face_78.jpg,1.500649605075
/content/frames/face_79.jpg,1.500649605075
/content/frames/face_80.jpg,1.500649605075
/content/frames/face_81.jpg,1.500649605075
/content/frames/face_82.jpg,1.500649605075
/content/frames/face_83.jpg,1.500649605075
/content/frames/face_84.jpg,1.500649605075
/content/frames/face_85.jpg,1.500649605075
/content/frames/face_86.jpg,1.500649605075
/content/frames/face_87.jpg,1.500649605075
/content/frames/face_88.jpg,1.500649605075
/content/frames/face_89.jpg,1.500649605075
/content/frames/face_90.jpg,1.500649605075
/content/frames/face_91.jpg,1.500649605075
/content/frames/face_92.jpg,1.500649605075
/content/frames/face_93.jpg,1.500649605075
/content/frames/face_94.jpg,1.500649605075
/content/frames/face_95.jpg,1.500649605075
/content/frames/face_96.jpg,1.500649605075
/content/frames/face_97.jpg,1.500649605075
/content/frames/face_98.jpg,1.500649605075
/content/frames/face_99.jpg,1.500649605075
/content/frames/face_100.jpg,1.500649605075
/content/frames/face_101.jpg,1.500649605075
/content/frames/face_102.jpg,1.500649605075
/content/frames/face_103.jpg,1.500649605075
/content/frames/face_104.jpg,1.500649605075
/content/frames/face_105.jpg,1.500649605075
/content/frames/face_106.jpg,1.500649605075
/content/frames/face_107.jpg,1.500649605075
/content/frames/face_108.jpg,1.500649605075
/content/frames/face_109.jpg,1.500649605075
/content/frames/face_110.jpg,1.500649605075
/content/frames/face_111.jpg,1.500649605075
/content/frames/face_112.jpg,1.500649605075
/content/frames/face_113.jpg,1.500649605075
/content/frames/face_114.jpg,1.500649605075
/content/frames/face_115.jpg,1.500649605075
/content/frames/face_116.jpg,1.500649605075
/content/frames/face_117.jpg,1.500649605075
/content/frames/face_118.jpg,1.500649605075
/content/frames/face_119.jpg,1.500649605075
/content/frames/face_120.jpg,1.500649605075
/content/frames/face_121.jpg,1.500649605075
/content/frames/face_122.jpg,1.500649605075
/content/frames/face_123.jpg,1.500649605075
/content/frames/face_124.jpg,1.500649605075
/content/frames/face_125.jpg,1.500649605075
/content/frames/face_126.jpg,1.500649605075
/content/frames/face_127.jpg,1.500649605075
/content/frames/face_128.jpg,1.500649605075
/content/frames/face_129.jpg,1.500649605075
/content/frames/face_130.jpg,1.500649605075
/content/frames/face_131.jpg,1.500649605075
/content/frames/face_132.jpg,1.500649605075
/content/frames/face_133.jpg,1.500649605075
/content/frames/face_134.jpg,1.500649605075
/content/frames/face_135.jpg,1.500649605075
/content/frames/face_136.jpg,1.500649605075
