Face Image,Average Performance
/content/frames/face_1_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_2_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_3_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_4_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_5_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_6_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_7_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_8_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_9_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_10_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_11_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_12_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_13_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_14_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_15_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_16_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_17_hd-999607261342550.jpg,1.0663650694794318
/content/frames/face_1_hd-997580728807604.jpg,1.500649605075
/content/frames/face_2_hd-997580728807604.jpg,1.500649605075
/content/frames/face_3_hd-997580728807604.jpg,1.500649605075
/content/frames/face_4_hd-997580728807604.jpg,1.500649605075
/content/frames/face_5_hd-997580728807604.jpg,1.500649605075
/content/frames/face_6_hd-997580728807604.jpg,1.500649605075
/content/frames/face_7_hd-997580728807604.jpg,1.500649605075
/content/frames/face_8_hd-997580728807604.jpg,1.500649605075
/content/frames/face_9_hd-997580728807604.jpg,1.500649605075
/content/frames/face_10_hd-997580728807604.jpg,1.500649605075
/content/frames/face_11_hd-997580728807604.jpg,1.500649605075
/content/frames/face_12_hd-997580728807604.jpg,1.500649605075
/content/frames/face_13_hd-997580728807604.jpg,1.500649605075
/content/frames/face_14_hd-997580728807604.jpg,1.500649605075
/content/frames/face_15_hd-997580728807604.jpg,1.500649605075
/content/frames/face_16_hd-997580728807604.jpg,1.500649605075
/content/frames/face_17_hd-997580728807604.jpg,1.500649605075
/content/frames/face_18_hd-997580728807604.jpg,1.500649605075
/content/frames/face_19_hd-997580728807604.jpg,1.500649605075
/content/frames/face_20_hd-997580728807604.jpg,1.500649605075
/content/frames/face_21_hd-997580728807604.jpg,1.500649605075
/content/frames/face_22_hd-997580728807604.jpg,1.500649605075
/content/frames/face_23_hd-997580728807604.jpg,1.500649605075
/content/frames/face_24_hd-997580728807604.jpg,1.500649605075
/content/frames/face_25_hd-997580728807604.jpg,1.500649605075
/content/frames/face_26_hd-997580728807604.jpg,1.500649605075
/content/frames/face_27_hd-997580728807604.jpg,1.500649605075
/content/frames/face_28_hd-997580728807604.jpg,1.500649605075
/content/frames/face_29_hd-997580728807604.jpg,1.500649605075
/content/frames/face_30_hd-997580728807604.jpg,1.500649605075
/content/frames/face_31_hd-997580728807604.jpg,1.500649605075
/content/frames/face_1_hd-992418235673669.jpg,2.0126
/content/frames/face_2_hd-992418235673669.jpg,2.0126
/content/frames/face_3_hd-992418235673669.jpg,2.0126
/content/frames/face_4_hd-992418235673669.jpg,2.0126
/content/frames/face_5_hd-992418235673669.jpg,2.0126
/content/frames/face_6_hd-992418235673669.jpg,2.0126
/content/frames/face_7_hd-992418235673669.jpg,2.0126
/content/frames/face_8_hd-992418235673669.jpg,2.0126
/content/frames/face_9_hd-992418235673669.jpg,2.0126
/content/frames/face_10_hd-992418235673669.jpg,2.0126
/content/frames/face_11_hd-992418235673669.jpg,2.0126
/content/frames/face_12_hd-992418235673669.jpg,2.0126
/content/frames/face_13_hd-992418235673669.jpg,2.0126
/content/frames/face_14_hd-992418235673669.jpg,2.0126
/content/frames/face_15_hd-992418235673669.jpg,2.0126
/content/frames/face_16_hd-992418235673669.jpg,2.0126
/content/frames/face_17_hd-992418235673669.jpg,2.0126
/content/frames/face_18_hd-992418235673669.jpg,2.0126
/content/frames/face_19_hd-992418235673669.jpg,2.0126
/content/frames/face_20_hd-992418235673669.jpg,2.0126
/content/frames/face_21_hd-992418235673669.jpg,2.0126
/content/frames/face_22_hd-992418235673669.jpg,2.0126
/content/frames/face_23_hd-992418235673669.jpg,2.0126
/content/frames/face_24_hd-992418235673669.jpg,2.0126
/content/frames/face_25_hd-992418235673669.jpg,2.0126
/content/frames/face_26_hd-992418235673669.jpg,2.0126
/content/frames/face_27_hd-992418235673669.jpg,2.0126
/content/frames/face_28_hd-992418235673669.jpg,2.0126
/content/frames/face_29_hd-992418235673669.jpg,2.0126
/content/frames/face_30_hd-992418235673669.jpg,2.0126
/content/frames/face_31_hd-992418235673669.jpg,2.0126
/content/frames/face_32_hd-992418235673669.jpg,2.0126
/content/frames/face_33_hd-992418235673669.jpg,2.0126
/content/frames/face_34_hd-992418235673669.jpg,2.0126
/content/frames/face_35_hd-992418235673669.jpg,2.0126
/content/frames/face_36_hd-992418235673669.jpg,2.0126
/content/frames/face_37_hd-992418235673669.jpg,2.0126
/content/frames/face_38_hd-992418235673669.jpg,2.0126
/content/frames/face_39_hd-992418235673669.jpg,2.0126
/content/frames/face_40_hd-992418235673669.jpg,2.0126
/content/frames/face_41_hd-992418235673669.jpg,2.0126
/content/frames/face_42_hd-992418235673669.jpg,2.0126
/content/frames/face_43_hd-992418235673669.jpg,2.0126
/content/frames/face_44_hd-992418235673669.jpg,2.0126
/content/frames/face_45_hd-992418235673669.jpg,2.0126
/content/frames/face_1_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_2_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_3_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_4_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_5_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_6_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_7_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_8_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_9_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_10_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_11_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_12_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_13_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_14_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_15_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_16_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_17_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_18_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_19_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_20_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_21_hd-992064161877405.jpg,0.9272148786800002
/content/frames/face_1_hd-989969399547901.jpg,0.9561983745
/content/frames/face_2_hd-989969399547901.jpg,0.9561983745
/content/frames/face_3_hd-989969399547901.jpg,0.9561983745
/content/frames/face_4_hd-989969399547901.jpg,0.9561983745
/content/frames/face_5_hd-989969399547901.jpg,0.9561983745
/content/frames/face_6_hd-989969399547901.jpg,0.9561983745
/content/frames/face_7_hd-989969399547901.jpg,0.9561983745
/content/frames/face_8_hd-989969399547901.jpg,0.9561983745
/content/frames/face_9_hd-989969399547901.jpg,0.9561983745
/content/frames/face_10_hd-989969399547901.jpg,0.9561983745
/content/frames/face_11_hd-989969399547901.jpg,0.9561983745
/content/frames/face_12_hd-989969399547901.jpg,0.9561983745
/content/frames/face_13_hd-989969399547901.jpg,0.9561983745
/content/frames/face_14_hd-989969399547901.jpg,0.9561983745
/content/frames/face_15_hd-989969399547901.jpg,0.9561983745
/content/frames/face_16_hd-989969399547901.jpg,0.9561983745
/content/frames/face_1_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_2_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_3_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_4_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_5_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_6_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_7_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_8_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_9_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_10_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_11_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_12_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_13_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_14_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_15_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_16_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_17_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_18_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_19_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_20_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_21_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_22_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_23_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_24_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_25_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_26_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_27_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_28_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_29_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_30_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_31_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_32_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_33_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_34_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_35_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_36_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_37_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_38_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_39_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_40_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_41_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_42_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_43_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_44_hd-989930303148492.jpg,1.9887417255000002
/content/frames/face_1_hd-989654009083459.jpg,1.1227
/content/frames/face_2_hd-989654009083459.jpg,1.1227
/content/frames/face_3_hd-989654009083459.jpg,1.1227
/content/frames/face_4_hd-989654009083459.jpg,1.1227
/content/frames/face_5_hd-989654009083459.jpg,1.1227
/content/frames/face_6_hd-989654009083459.jpg,1.1227
/content/frames/face_7_hd-989654009083459.jpg,1.1227
/content/frames/face_8_hd-989654009083459.jpg,1.1227
/content/frames/face_9_hd-989654009083459.jpg,1.1227
/content/frames/face_10_hd-989654009083459.jpg,1.1227
/content/frames/face_11_hd-989654009083459.jpg,1.1227
/content/frames/face_12_hd-989654009083459.jpg,1.1227
/content/frames/face_13_hd-989654009083459.jpg,1.1227
/content/frames/face_14_hd-989654009083459.jpg,1.1227
/content/frames/face_15_hd-989654009083459.jpg,1.1227
/content/frames/face_16_hd-989654009083459.jpg,1.1227
/content/frames/face_17_hd-989654009083459.jpg,1.1227
/content/frames/face_18_hd-989654009083459.jpg,1.1227
/content/frames/face_19_hd-989654009083459.jpg,1.1227
/content/frames/face_20_hd-989654009083459.jpg,1.1227
/content/frames/face_21_hd-989654009083459.jpg,1.1227
/content/frames/face_22_hd-989654009083459.jpg,1.1227
/content/frames/face_23_hd-989654009083459.jpg,1.1227
/content/frames/face_24_hd-989654009083459.jpg,1.1227
/content/frames/face_25_hd-989654009083459.jpg,1.1227
/content/frames/face_26_hd-989654009083459.jpg,1.1227
/content/frames/face_27_hd-989654009083459.jpg,1.1227
/content/frames/face_28_hd-989654009083459.jpg,1.1227
/content/frames/face_29_hd-989654009083459.jpg,1.1227
/content/frames/face_30_hd-989654009083459.jpg,1.1227
/content/frames/face_31_hd-989654009083459.jpg,1.1227
/content/frames/face_32_hd-989654009083459.jpg,1.1227
/content/frames/face_33_hd-989654009083459.jpg,1.1227
/content/frames/face_1_hd-987643572956494.jpg,1.6498139185
/content/frames/face_2_hd-987643572956494.jpg,1.6498139185
/content/frames/face_3_hd-987643572956494.jpg,1.6498139185
/content/frames/face_4_hd-987643572956494.jpg,1.6498139185
/content/frames/face_5_hd-987643572956494.jpg,1.6498139185
/content/frames/face_6_hd-987643572956494.jpg,1.6498139185
/content/frames/face_7_hd-987643572956494.jpg,1.6498139185
/content/frames/face_8_hd-987643572956494.jpg,1.6498139185
/content/frames/face_9_hd-987643572956494.jpg,1.6498139185
/content/frames/face_10_hd-987643572956494.jpg,1.6498139185
/content/frames/face_11_hd-987643572956494.jpg,1.6498139185
/content/frames/face_12_hd-987643572956494.jpg,1.6498139185
/content/frames/face_13_hd-987643572956494.jpg,1.6498139185
/content/frames/face_14_hd-987643572956494.jpg,1.6498139185
/content/frames/face_15_hd-987643572956494.jpg,1.6498139185
/content/frames/face_16_hd-987643572956494.jpg,1.6498139185
/content/frames/face_17_hd-987643572956494.jpg,1.6498139185
/content/frames/face_18_hd-987643572956494.jpg,1.6498139185
/content/frames/face_19_hd-987643572956494.jpg,1.6498139185
/content/frames/face_20_hd-987643572956494.jpg,1.6498139185
/content/frames/face_21_hd-987643572956494.jpg,1.6498139185
/content/frames/face_22_hd-987643572956494.jpg,1.6498139185
/content/frames/face_23_hd-987643572956494.jpg,1.6498139185
/content/frames/face_24_hd-987643572956494.jpg,1.6498139185
/content/frames/face_25_hd-987643572956494.jpg,1.6498139185
/content/frames/face_26_hd-987643572956494.jpg,1.6498139185
/content/frames/face_27_hd-987643572956494.jpg,1.6498139185
/content/frames/face_28_hd-987643572956494.jpg,1.6498139185
/content/frames/face_29_hd-987643572956494.jpg,1.6498139185
/content/frames/face_30_hd-987643572956494.jpg,1.6498139185
/content/frames/face_31_hd-987643572956494.jpg,1.6498139185
/content/frames/face_32_hd-987643572956494.jpg,1.6498139185
/content/frames/face_33_hd-987643572956494.jpg,1.6498139185
/content/frames/face_34_hd-987643572956494.jpg,1.6498139185
/content/frames/face_35_hd-987643572956494.jpg,1.6498139185
/content/frames/face_36_hd-987643572956494.jpg,1.6498139185
/content/frames/face_1_hd-986360206629277.jpg,1.3612739184
/content/frames/face_2_hd-986360206629277.jpg,1.3612739184
/content/frames/face_3_hd-986360206629277.jpg,1.3612739184
/content/frames/face_4_hd-986360206629277.jpg,1.3612739184
/content/frames/face_5_hd-986360206629277.jpg,1.3612739184
/content/frames/face_6_hd-986360206629277.jpg,1.3612739184
/content/frames/face_7_hd-986360206629277.jpg,1.3612739184
/content/frames/face_8_hd-986360206629277.jpg,1.3612739184
/content/frames/face_9_hd-986360206629277.jpg,1.3612739184
/content/frames/face_10_hd-986360206629277.jpg,1.3612739184
/content/frames/face_11_hd-986360206629277.jpg,1.3612739184
/content/frames/face_12_hd-986360206629277.jpg,1.3612739184
/content/frames/face_13_hd-986360206629277.jpg,1.3612739184
/content/frames/face_14_hd-986360206629277.jpg,1.3612739184
/content/frames/face_15_hd-986360206629277.jpg,1.3612739184
/content/frames/face_16_hd-986360206629277.jpg,1.3612739184
/content/frames/face_17_hd-986360206629277.jpg,1.3612739184
/content/frames/face_18_hd-986360206629277.jpg,1.3612739184
/content/frames/face_19_hd-986360206629277.jpg,1.3612739184
/content/frames/face_20_hd-986360206629277.jpg,1.3612739184
